parcel_id_clean,key_scope,parcel_id_type,parcel_display,n_findings,volumes,recommendations,record_ids
11/680,global,lr,11/680,1,1,Revoke,annex_08_nakuru_municipality_1168
11/722,global,lr,11/722,1,1,Investigate,annex_07_meru_municipality_illegally_allocated_4599
11/727,global,lr,11/727,1,1,Investigate,annex_07_meru_municipality_illegally_allocated_4549
11/747,global,lr,11/747,1,1,Investigate,annex_07_meru_municipality_illegally_allocated_4569
11/803,global,lr,11/803,1,1,Investigate,annex_07_meru_municipality_illegally_allocated_4568
11/804,global,lr,11/804,1,1,Investigate,annex_07_meru_municipality_illegally_allocated_4568
11/825,global,lr,11/825,1,1,Investigate,annex_12_mombasa_municipality_cases_for_investigation_5014
11/826,global,lr,11/826,1,1,Investigate,annex_12_mombasa_municipality_cases_for_investigation_5015
11/878,global,lr,11/878,1,1,Investigate,annex_07_meru_municipality_illegally_allocated_4566
11/93,global,lr,11/93,1,1,Revoke,annex_05_nairobi_city_council_0562
11098/102,global,lr,11098/102,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1413
11137,global,lr,11137,1,1,Investigate,annex_06_nairobi_illegally_allocated_4507
112/354/228829,global,lr,112/354/228829,1,1,Revoke,annex_03_nairobi_bypasses_0029
112/356/228831,global,lr,112/356/228831,1,1,Revoke,annex_03_nairobi_bypasses_0030
112/357/227356,global,lr,112/357/227356,1,1,Revoke,annex_03_nairobi_bypasses_0031
112/358/228833,global,lr,112/358/228833,1,1,Revoke,annex_03_nairobi_bypasses_0032
112/359/228832,global,lr,112/359/228832,1,1,Revoke,annex_03_nairobi_bypasses_0033
112/360/228956,global,lr,112/360/228956,1,1,Revoke,annex_03_nairobi_bypasses_0034
112/361/227574,global,lr,112/361/227574,1,1,Revoke,annex_03_nairobi_bypasses_0035
112/362/2288834,global,lr,112/362/2288834,1,1,Revoke,annex_03_nairobi_bypasses_0036
112/363/227286,global,lr,112/363/227286,1,1,Revoke,annex_03_nairobi_bypasses_0037
112/364/227285,global,lr,112/364/227285,1,1,Revoke,annex_03_nairobi_bypasses_0038
11239,global,lr,11239,1,3,,relig_030
11379/3,global,lr,11379/3,1,1,Investigate,annex_06_nairobi_illegally_allocated_4498
1149,global,plot,1149,1,1,Revoke,annex_46_ministry_of_livestock_and_fisheries_development_4091
11509,global,lr,11509,1,1,Revoke,annex_34_kenya_institute_of_administration_4234
11510,global,plot,11510,1,1,Revoke,annex_34_kenya_institute_of_administration_4235
11511,global,lr,11511,1,1,Revoke,annex_34_kenya_institute_of_administration_4236
11512,global,lr,11512,1,1,Revoke,annex_34_kenya_institute_of_administration_4237
11513,global,lr,11513,1,1,Revoke,annex_34_kenya_institute_of_administration_4239
11514,global,lr,11514,1,1,Revoke,annex_34_kenya_institute_of_administration_4238
1159/70,global,lr,1159/70,2,1,Revoke,annex_05_nairobi_city_council_0208|annex_05_nairobi_city_council_0654
116/833,global,lr,116/833,1,1,Revoke,annex_05_nairobi_city_council_0623
1181/111/13,global,lr,1181/111/13,1,1,Revoke,annex_16_kapsabet_municipality_2519
1181/241,global,lr,1181/241,1,1,Revoke,annex_16_kapsabet_municipality_2515
1181/325,global,lr,1181/325,1,1,Revoke,annex_16_kapsabet_municipality_2520
1181/326,global,lr,1181/326,1,1,Revoke,annex_16_kapsabet_municipality_2521
1181/327,global,lr,1181/327,1,1,Revoke,annex_16_kapsabet_municipality_2522
1181/328,global,lr,1181/328,2,1,Revoke,annex_16_kapsabet_municipality_2523|annex_16_kapsabet_municipality_2529
1181/329,global,lr,1181/329,1,1,Revoke,annex_16_kapsabet_municipality_2524
1181/330,global,lr,1181/330,1,1,Revoke,annex_16_kapsabet_municipality_2525
1181/333,global,lr,1181/333,1,1,Revoke,annex_16_kapsabet_municipality_2526
1181/35,global,lr,1181/35,1,1,Revoke,annex_16_kapsabet_municipality_2513
11839,global,lr,11839,1,1,Revoke,annex_44_ministry_of_agriculture_4089
11895/18,global,lr,11895/18,1,1,Revoke,annex_43_ministry_of_trade_and_industry_3996
11895/19,global,lr,11895/19,1,3,Revoke; refer to NSSF Board of Trustees,nssf_051
11910,global,lr,11910,1,1,Revoke,annex_05_nairobi_city_council_0632
11927,global,lr,11927,3,1,Revoke,annex_05_nairobi_city_council_0172|annex_05_nairobi_city_council_0393|annex_05_nairobi_city_council_0631
11927/10,global,lr,11927/10,1,1,Revoke,annex_05_nairobi_city_council_0173
11927/12,global,lr,11927/12,1,1,Revoke,annex_05_nairobi_city_council_0174
11927/13,global,lr,11927/13,1,1,Revoke,annex_05_nairobi_city_council_0209
11927/14,global,lr,11927/14,1,1,Revoke,annex_05_nairobi_city_council_0204
11927/15,global,lr,11927/15,1,1,Revoke,annex_05_nairobi_city_council_0113
11927/17,global,lr,11927/17,1,1,Revoke,annex_05_nairobi_city_council_0210
11927/18,global,lr,11927/18,1,1,Revoke,annex_05_nairobi_city_council_0175
11927/19,global,lr,11927/19,1,1,Revoke,annex_05_nairobi_city_council_0166
11927/20,global,lr,11927/20,1,1,Revoke,annex_05_nairobi_city_council_0176
11927/21,global,lr,11927/21,1,1,Revoke,annex_05_nairobi_city_council_0177
11927/22,global,lr,11927/22,1,1,Revoke,annex_05_nairobi_city_council_0178
11927/23,global,lr,11927/23,1,1,Revoke,annex_05_nairobi_city_council_0179
11927/24,global,lr,11927/24,1,1,Revoke,annex_05_nairobi_city_council_0180
11927/27,global,lr,11927/27,1,1,Revoke,annex_05_nairobi_city_council_0211
11927/28,global,lr,11927/28,1,1,Revoke,annex_05_nairobi_city_council_0171
11927/29,global,lr,11927/29,1,1,Revoke,annex_05_nairobi_city_council_0212
11927/3,global,lr,11927/3,1,1,Revoke,annex_05_nairobi_city_council_0225
11927/30,global,lr,11927/30,1,1,Revoke,annex_05_nairobi_city_council_0181
11927/32,global,lr,11927/32,1,1,Revoke,annex_05_nairobi_city_council_0182
11927/33,global,lr,11927/33,1,1,Revoke,annex_05_nairobi_city_council_0183
11927/35,global,lr,11927/35,1,1,Revoke,annex_05_nairobi_city_council_0213
11927/37,global,lr,11927/37,1,1,Revoke,annex_05_nairobi_city_council_0184
11927/38,global,lr,11927/38,1,1,Revoke,annex_05_nairobi_city_council_0185
11927/39,global,lr,11927/39,1,1,Revoke,annex_05_nairobi_city_council_0214
11927/4,global,lr,11927/4,1,1,Revoke,annex_05_nairobi_city_council_0215
11927/40,global,lr,11927/40,1,1,Revoke,annex_05_nairobi_city_council_0216
11927/41,global,lr,11927/41,1,1,Revoke,annex_05_nairobi_city_council_0186
11927/6,global,lr,11927/6,1,1,Revoke,annex_05_nairobi_city_council_0187
11927/7,global,lr,11927/7,1,1,Revoke,annex_05_nairobi_city_council_0188
11927/8,global,lr,11927/8,1,1,Revoke,annex_05_nairobi_city_council_0189
11927/9,global,lr,11927/9,1,1,Revoke,annex_05_nairobi_city_council_0217
11929/34,global,lr,11929/34,1,1,Revoke,annex_05_nairobi_city_council_0190
11929/5,global,lr,11929/5,1,1,Revoke,annex_05_nairobi_city_council_0167
11973,global,lr,11973,1,1,Revoke,annex_05_nairobi_city_council_0635
12/116,global,lr,12/116,1,1,Revoke,annex_08_nakuru_municipality_1169
12/119,global,lr,12/119,2,1,Revoke,annex_08_nakuru_municipality_0990|annex_08_nakuru_municipality_1170
12/132,global,lr,12/132,2,1,Revoke,annex_08_nakuru_municipality_1143|annex_08_nakuru_municipality_illegally_allocated_1361
12/133,global,lr,12/133,2,1,Revoke,annex_08_nakuru_municipality_0991|annex_08_nakuru_municipality_1171
12/149,global,lr,12/149,2,1,Revoke,annex_08_nakuru_municipality_0992|annex_08_nakuru_municipality_1172
12/150,global,lr,12/150,1,1,Revoke,annex_08_nakuru_municipality_0993
12/16,global,lr,12/16,1,1,Revoke,annex_08_nakuru_municipality_0994
12/184,global,lr,12/184,1,1,Revoke,annex_08_nakuru_municipality_1173
12/261,global,lr,12/261,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1373
12/262,global,lr,12/262,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1373
12/263,global,lr,12/263,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1373
12/264,global,lr,12/264,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1373
12/269,global,lr,12/269,2,1,Revoke,annex_08_nakuru_municipality_0995|annex_08_nakuru_municipality_illegally_allocated_1374
12/271,global,lr,12/271,2,1,Revoke,annex_08_nakuru_municipality_1174|annex_08_nakuru_municipality_illegally_allocated_1375
12/272,global,lr,12/272,1,1,Revoke,annex_08_nakuru_municipality_1174
12/273,global,lr,12/273,2,1,Revoke,annex_08_nakuru_municipality_1174|annex_08_nakuru_municipality_illegally_allocated_1376
12/274,global,lr,12/274,2,1,Revoke,annex_08_nakuru_municipality_1174|annex_08_nakuru_municipality_illegally_allocated_1377
12/275,global,lr,12/275,1,1,Revoke,annex_08_nakuru_municipality_1174
12/276,global,lr,12/276,1,1,Revoke,annex_08_nakuru_municipality_1174
12/277,global,lr,12/277,1,1,Revoke,annex_08_nakuru_municipality_1174
12/278,global,lr,12/278,1,1,Revoke,annex_08_nakuru_municipality_1174
12/279,global,lr,12/279,1,1,Revoke,annex_08_nakuru_municipality_1174
12/280,global,lr,12/280,1,1,Revoke,annex_08_nakuru_municipality_1174
12/281,global,lr,12/281,2,1,Revoke,annex_08_nakuru_municipality_1174|annex_08_nakuru_municipality_illegally_allocated_1378
12/282,global,lr,12/282,1,1,Revoke,annex_08_nakuru_municipality_1174
12/283,global,lr,12/283,1,1,Revoke,annex_08_nakuru_municipality_1174
12/284,global,lr,12/284,1,1,Revoke,annex_08_nakuru_municipality_1174
12/45,global,lr,12/45,4,1,Revoke,annex_08_nakuru_municipality_0997|annex_08_nakuru_municipality_0998|annex_08_nakuru_municipality_0999|annex_08_nakuru_municipality_1000
12/45/0,global,lr,12/45/0,1,1,Revoke,annex_08_nakuru_municipality_0996
12/77,global,lr,12/77,1,1,Revoke,annex_08_nakuru_municipality_1001
12/78,global,lr,12/78,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1379
12/92,global,lr,12/92,2,1,Revoke,annex_08_nakuru_municipality_1002|annex_08_nakuru_municipality_illegally_allocated_1380
1209/438911,global,lr,1209/438911,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0033
1209/6522,global,lr,1209/6522,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0010
1209/7313,global,lr,1209/7313,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0053
12661/82,global,lr,12661/82,2,1,Revoke,annex_05_nairobi_city_council_0191|annex_06_nairobi_supplementary_0782
12661/83,global,lr,12661/83,2,1,Revoke,annex_05_nairobi_city_council_0168|annex_06_nairobi_supplementary_0767
12703/11,global,lr,12703/11,1,2,Revoke Title,annex_03_karura_forest_excision_0108
12703/12,global,lr,12703/12,1,2,Revoke Title,annex_03_karura_forest_excision_0109
12703/13,global,lr,12703/13,1,2,Revoke Title,annex_03_karura_forest_excision_0110
12703/14,global,lr,12703/14,1,2,Revoke Title,annex_03_karura_forest_excision_0111
12703/15,global,lr,12703/15,1,2,Revoke Title,annex_03_karura_forest_excision_0112
12703/16,global,lr,12703/16,1,2,Revoke Title,annex_03_karura_forest_excision_0113
12703/17,global,lr,12703/17,1,2,Revoke Title,annex_03_karura_forest_excision_0114
12703/18,global,lr,12703/18,1,2,Revoke Title,annex_03_karura_forest_excision_0115
12703/19,global,lr,12703/19,1,2,Revoke Title,annex_03_karura_forest_excision_0116
12703/20,global,lr,12703/20,1,2,Revoke Title,annex_03_karura_forest_excision_0118
12715/26,global,lr,12715/26,1,3,Revoke; refer to NSSF Board of Trustees,nssf_018
12715/407,global,lr,12715/407,1,3,Revoke; refer to NSSF Board of Trustees,nssf_016
12715/408,global,lr,12715/408,1,3,Revoke; refer to NSSF Board of Trustees,nssf_017
12715/430,global,lr,12715/430,1,3,Revoke; refer to NSSF Board of Trustees,nssf_012
12715/431,global,lr,12715/431,1,3,Revoke; refer to NSSF Board of Trustees,nssf_013
12715/432,global,lr,12715/432,1,3,Revoke; refer to NSSF Board of Trustees,nssf_014
12715/529,global,lr,12715/529,1,3,Revoke; refer to NSSF Board of Trustees,nssf_020
12715/530,global,lr,12715/530,1,3,Revoke; refer to NSSF Board of Trustees,nssf_019
12715/545,global,lr,12715/545,1,3,Revoke; refer to NSSF Board of Trustees,nssf_015
12715/579,global,lr,12715/579,1,3,Revoke; refer to NSSF Board of Trustees,nssf_021
13/230,global,lr,13/230,1,1,Revoke,annex_08_nakuru_municipality_1194
13/245,global,lr,13/245,1,1,Revoke,annex_08_nakuru_municipality_1175
13/420,global,lr,13/420,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1382
13/421,global,lr,13/421,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1382
13/422,global,lr,13/422,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1382
13/423,global,lr,13/423,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1382
13269,global,lr,13269,1,3,,forest_032
13330/611,global,lr,13330/611,2,1,Revoke,annex_05_nairobi_city_council_0218|annex_06_nairobi_supplementary_0794
136 PDP 429/79/2 Ndhiwa,global,title,136 PDP 429/79/2 Ndhiwa,1,1,Investigate,annex_40_judiciary_plots_illegally_allocate_5343
13607/87,global,lr,13607/87,1,1,Revoke,annex_43_ministry_of_trade_and_industry_4025
13620,global,lr,13620,1,1,Revoke,annex_05_nairobi_city_council_0226
13714/358,global,lr,13714/358,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0023
14228,global,lr,14228,2,1,Investigate|Revoke,annex_05_nairobi_city_council_0192|annex_06_nairobi_illegally_allocated_4503
14354,global,lr,14354,1,1,Revoke,annex_05_nairobi_city_council_0227
14667,global,lr,14667,15,1,Revoke,annex_48_ministry_of_labour_and_human_resources_development_4116|annex_48_ministry_of_labour_and_human_resources_development_4117|annex_48_ministry_of_labour_and_human_resources_development_4119|annex_48_ministry_of_labour_and_human_resources_development_4121|annex_48_ministry_of_labour_and_human_resources_development_4123|annex_48_ministry_of_labour_and_human_resources_development_4125|annex_48_ministry_of_labour_and_human_resources_development_4126|annex_48_ministry_of_labour_and_human_resources_development_4128|annex_48_ministry_of_labour_and_human_resources_development_4130|annex_48_ministry_of_labour_and_human_resources_development_4132|annex_48_ministry_of_labour_and_human_resources_development_4134|annex_48_ministry_of_labour_and_human_resources_development_4135|annex_48_ministry_of_labour_and_human_resources_development_4138|annex_48_ministry_of_labour_and_human_resources_development_4139|annex_48_ministry_of_labour_and_human_resources_development_4140
14703,global,lr,14703,1,1,Revoke,annex_25_kenya_agricultural_research_institute_2869
1491/2/R/Part,global,lr,1491/2/R/Part,1,1,Revoke,annex_44_ministry_of_agriculture_4057
14918,global,lr,14918,1,1,Revoke,annex_25_kenya_agricultural_research_institute_2871
14919,global,lr,14919,1,1,Revoke,annex_25_kenya_agricultural_research_institute_2872
15/839,global,lr,15/839,1,1,Revoke,annex_08_nakuru_municipality_1146
15/840,global,lr,15/840,1,1,Revoke,annex_08_nakuru_municipality_1146
15/841,global,lr,15/841,1,1,Revoke,annex_08_nakuru_municipality_1146
15/842,global,lr,15/842,1,1,Revoke,annex_08_nakuru_municipality_1146
15/843,global,lr,15/843,1,1,Revoke,annex_08_nakuru_municipality_1146
15/844,global,lr,15/844,1,1,Revoke,annex_08_nakuru_municipality_1146
15/862,global,lr,15/862,1,1,Revoke,annex_08_nakuru_municipality_1177
15/863,global,lr,15/863,1,1,Revoke,annex_08_nakuru_municipality_1177
15/864,global,lr,15/864,1,1,Revoke,annex_08_nakuru_municipality_1177
15/865,global,lr,15/865,1,1,Revoke,annex_08_nakuru_municipality_1177
15/866,global,lr,15/866,1,1,Revoke,annex_08_nakuru_municipality_1177
150/01/11/46,global,lr,150/01/11/46,1,1,Revoke,annex_48_ministry_of_labour_and_human_resources_development_4131
15090,global,lr,15090,1,1,Alleged to have been allocated to individuals. Revoke all the allocations,annex_30_kenya_broadcasting_corporation_3700
15410,global,lr,15410,1,1,Revoke,annex_25_kenya_agricultural_research_institute_2873
16/282,global,lr,16/282,1,1,Revoke,annex_08_nakuru_municipality_1178
16121,global,lr,16121,1,3,Revoke; refer to KPA for action,kpa_002
16672/37,global,lr,16672/37,1,3,,relig_026
16757,global,plot,16757,1,1,Revoke,annex_25_kenya_agricultural_research_institute_3087
17,global,plot,17,1,1,Revoke,annex_49_ministry_of_energy_kenya_pipeline_4203
17/53,global,lr,17/53,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0001
17645,global,plot,17645,1,3,Revoke; refer to NSSF Board of Trustees,nssf_024
18064,global,plot,18064,1,3,Revoke; refer to NSSF Board of Trustees,nssf_023
181632,global,plot,181632,1,1,Revoke,annex_44_ministry_of_agriculture_4059
18474,global,lr,18474,1,1,Revoke,annex_43_ministry_of_trade_and_industry_3989
18548,global,lr,18548,1,1,Revoke,annex_48_ministry_of_labour_and_human_resources_development_4127
1870/11/331,global,lr,1870/11/331,2,1,Revoke,annex_05_nairobi_city_council_0275|annex_06_nairobi_supplementary_0846
1870/111/165,global,lr,1870/111/165,2,1,Revoke,annex_05_nairobi_city_council_0118|annex_05_nairobi_city_council_0119
1870/111/284,global,lr,1870/111/284,2,1,Revoke,annex_05_nairobi_city_council_0194|annex_05_nairobi_city_council_0645
1870/212/111,global,lr,1870/212/111,1,1,Revoke,annex_05_nairobi_city_council_0637
187355,global,plot,187355,1,1,Revoke,annex_44_ministry_of_agriculture_4062
19/101,global,lr,19/101,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1362
19054/Grant,global,lr,19054/Grant,1,3,,forest_020
19090,global,lr,19090,1,3,,forest_013
19090/1,global,lr,19090/1,1,3,,forest_010
19095,global,lr,19095,2,1,Revoke,annex_05_nairobi_city_council_0195|annex_06_nairobi_supplementary_0702
19187,global,plot,19187,1,3,Revoke; refer to NSSF Board of Trustees,nssf_062
19188,global,plot,19188,1,3,Revoke; refer to NSSF Board of Trustees,nssf_063
19192,global,lr,19192,1,1,Revoke,annex_44_ministry_of_agriculture_4054
194130,global,plot,194130,1,1,Revoke,annex_44_ministry_of_agriculture_4064
195313,global,plot,195313,1,1,Revoke,annex_44_ministry_of_agriculture_4065
195316,global,plot,195316,1,1,Revoke,annex_44_ministry_of_agriculture_4066
195317,global,plot,195317,1,1,Revoke,annex_44_ministry_of_agriculture_4067
1956/280,global,lr,1956/280,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0079
1956/282,global,lr,1956/282,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0080
1956/283,global,lr,1956/283,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0081
1956/285,global,lr,1956/285,1,1,Investigate,annex_24_kenya_railways_sold_since_1994_0082
2/520,global,lr,2/520,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1388
2/698,global,lr,2/698,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/699,global,lr,2/699,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/700,global,lr,2/700,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/701,global,lr,2/701,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/702,global,lr,2/702,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/703,global,lr,2/703,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/704,global,lr,2/704,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/705,global,lr,2/705,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/706,global,lr,2/706,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/707,global,lr,2/707,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
2/708,global,lr,2/708,1,1,Revoke,annex_08_nakuru_municipality_illegally_allocated_1363
