entity_name,flag_category,source_page,flag_source_csv
42 Nd Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
A.I.C. Dev. Trust,company_allocated_land,5,annex_01_companies_alloacted_land.csv
A.J Pereira and & Sons Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Abbey Lodge Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Aboo Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Academics Services Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Adlic Investments,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Advest Communications Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Aerial Developers Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
African Queen Holdings,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Africo Holdings Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Aga Khan Foundation,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Agida Square Enterprises,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Agm Properties Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Agri Properties,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Agromatic Flower Farm,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Ajiw A Shamll Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Akaba Investments Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Akamba Bus Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Akash Investiments,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Al Hisga Investments (Kenya) Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Alcop Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Alduchira Investment Co. Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Alhonsa Investments (k) Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Al-Jazeera Investments,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Allavet Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Alpha Zeta Investments Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Amhurst Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Anasaka Enterprises,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Andy Forwarders Services Ltd,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Anet Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Ankam Holdings,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Annat Technical Services,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Anshaken Holdings Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Anti-Pest (K) Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Antow Trading Co. Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Anzy Investments Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Archer & Wilcock Nominess Limited,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Archland Engineering Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Archman Holdings,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Ariola Investments Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Aryan Enterprises,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Aryan Enterpnses Limited,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Aspen Developers Co. Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Associated Electrical & Hardware Suppliers Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Automotive Syndicate Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Avalon Consultancy Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Aviton Enterprises Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Awen Investments Limited,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Ayunya Enterprises,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Azania Holdings,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Azida Square Enterprises,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Baja Ber Investments Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bajaber Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bakana (EA) Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Ballistic Missile Investments Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bangra Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bantus Investments Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Baptist Convention of Kenya,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Barsirim Investment Limited,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Basila Enterprises,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Basta & Sons Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Batian Investment Limited,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bekeson Enter,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bellerive Outlets Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bellerives Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bellion Farm Ltd,company_allocated_land,6,annex_01_companies_alloacted_land.csv
Bellerives Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Beme Enterprises,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Bench Enterprises,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Benton Enterprises,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Berke Commercial Agencies Ltd.,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Biarrtiz Colours Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Biarusi Limited,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Biyoto Investments,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Blue Shield Insurance Co. Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Bobmill Investment Limited,company_allocated_land,5,annex_01_companies_alloacted_land.csv
Boffar Limited,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Boko Boko Inv. Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Braya Stone Investment,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Braysone Investment,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Bridge Camp Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Britania Holdings Ltd.,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Brookebond kenya Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
BulBul Art Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Bull Star Construction Works Ltd.,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Bumwara Enterprises,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Cab Investments Limited,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Cafe Havila Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Canon Alluminium Fabrications Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Cannon Aluminium Fabricators Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Castedome Properties Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Castle Dom Properties Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Catalogue Afrique Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Cedah Rapids Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Celtic Multisystems Ltd.,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Cemimic Enterprise,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Chal Developers Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Chamwa Enterprises Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Chanduti Enterprises,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Chapi Furniture Limited,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Chaumet African Ltd,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Checho Investment,company_allocated_land,7,annex_01_companies_alloacted_land.csv
Chelemei Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Chemchemi Holdings Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Chemey Investment Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Chempac Limited,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Chemusian Company Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Chubb Development Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Cinergy Investment,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Colloms Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Colwall Investment Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Comen Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Condare Holdings Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Coniston Centre Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Conservatory Farm,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Containers Kenya Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Contra Sup Enterprises Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Coonistin Centre Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Cooper Motors Corporation,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Coopers & Lybrand Trust Corporation Limited,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Copos Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Cotswood Company Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Cresent Property Development Co. Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Cross Baw Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Cruise Holdings Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Crutacea Processors Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Culfomf Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
D.M. Properties Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Dadaab Investments Limited,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Daima Enterprises Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Danabell Enterprises Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Dayax Investments Ltd,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Deep Solith Dev. Pro.ject,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Delta Enterprises,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Desuka Properties,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Digest Investments Adika Agencies Limited,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Dim Agencies,company_allocated_land,8,annex_01_companies_alloacted_land.csv
Dim Properties Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Dimit lnvestments Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Do it Management Consultants Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Dolphin Village Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Dorea Roses Investments Ltd.,company_allocated_land,9,annex_01_companies_alloacted_land.csv
DYNO Holdings Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
E.A. Gas Co Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
E.A.W Enterprises,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Eclat Limited,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Eco Marine(K) Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Edel Enterprises Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Edenberg Investment Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Edom Invest. Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Eldoret Bata Shoes Stores Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Eliant(K)Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Emel Investments,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Emeralds Jeweb Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Emetei Investment,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Emrose Academy Limited,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Emtol Properties Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Endo Holdings Limited,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Endo Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Entrox Products Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Espon Green Developers Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Erba Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Erba Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Evans Investments,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Evenannon Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Extele Coms House Parking Bay Kempco Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Falcon Holdings Ltd.,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Falmak Enterprises Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Farm Implements & Motor Spare Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Farmers Stage Limited,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Fecud Investment Ltd,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Fidei Holdings Limited,company_allocated_land,9,annex_01_companies_alloacted_land.csv
Firms Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Finance & Investment Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Fined Earth Co. Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Fired Earth Co. Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Florianus Investments Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Foam Matress Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Font Properties Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Fort Enterprises Company,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Frab Enterprises Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Framis Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Franci Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Frank Way Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Frankclem Enterprises,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Frasils (K) Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Frernco Investments,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Frera Engineering Co. Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
G.I.S. Land Surveying,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gada Properties Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Ganil Prcperties Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Garden City Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gate Lock Security Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gath Properties Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gatos Town Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gee Six Investment Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Geminia Insurance,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Geomman Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
George Philip Investments,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gianni Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gichuru Investments,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gipere Enterprises,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gipere Enterprises,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Gizzle Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Glory Car Hire Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Godka Enterprises Limited,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Golden Crest Properties Ltd.,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Good Propenies Ltd,company_allocated_land,10,annex_01_companies_alloacted_land.csv
Goodwood Properties Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Gorvas Holdings Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Gotab Sanik Enterprises,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Goze Holdings Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Gramac Holdings Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Green Hills Investment Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Guardian International Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Guiness E A Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hak Properties Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hammer Heads Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hancarken Investments,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hassanali Holdings Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Havawa Properties Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Heka Investmnets,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hekimwe Investment Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Helix Trading Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hema Investments Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hemingway Holding Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Heron Trading Co. Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hesam Investments,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hexsam Investment,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hjedac Investments Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hogo Holdings Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Homegrown (K) Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Honey Sweet Confectioneries,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Hope Nursing Home Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Ilula Investment,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Inland Agencies Ltd.,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Inno Pacific Developers Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Intaspan Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Intercell Holdings Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Intercom Insurance Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Interfarms Enterprises Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
International (K) Ltd,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Interplannet Clearing & Forwarding,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Intona Ranch Limited,company_allocated_land,11,annex_01_companies_alloacted_land.csv
Investcope Holdings Limited,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Isanda Farm,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Isotec Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jagla Enterprises,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Japhet Mugambi (K) Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Japhet Mugambi (K) Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jariam Holdings,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jema Holdings,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jimben Investments Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jimbim lnvestments Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jingle Jungle Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Joem Services,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Joesko Enterprises,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jogolo Enterprises Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jolly Ventures Limited,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jomiko Investments,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jose Enterprises,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Josgid Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jubilee Insurance Co.,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Juma Investment,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Jusan Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
K. K. United Technologies Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kabasiso Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kabibi Holdings,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kabuito Contractors Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kagumo Holdings Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kaitui Enterprises Co.Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kama Agencies Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kamau Family Investment Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kametha Properties Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kamulwe Agencies Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kan Investments,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kannysam Investments Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kao Yen Kenya Limited,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kapsambu Investments,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kapset Investments Ltd,company_allocated_land,12,annex_01_companies_alloacted_land.csv
Kapset Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Karandi Form Limited,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Karibuni Impex Limited,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Karis Investment,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Katangi Developers Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Katendewa Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Katikem Enterprises,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Katiken Enterprise,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kaushik Chotalal Pabari,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kayama Holdings Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kayson (K) Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kazuri Enterprises Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kebasico Ltd.,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kebirigo General Stores,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kehamoz Holdings Ltd.,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Keimas Investments Limited,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kelmas Investment,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Ken Tools Ltd.,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenamor Holdings Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenmosa Holdings Co. Ltd.,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenol Petrol Station,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenon Enter. Ltd.,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenya Containers Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenya Hotels Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenya Re-Insurance Co. Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kenya Tyres Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kerio Farms Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kiambu Dandora Farmers Company,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kiaruhi Investment,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kibelsoi Investments,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kibera Cinema Limited,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kigowor(K)Ltd.,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kihuro Holdings Limited,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kima Nico Farm,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kimmo Limited,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kingsway Motors (K) Ltd,company_allocated_land,13,annex_01_companies_alloacted_land.csv
Kipkenda Investments,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kipsinende Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kipsirgoi Invest. Ltd.,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kiptagich Tea Estates Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kisima Management Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kisomok Traders,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kitambo Agencies Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kitisuru Limited,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kizira Investiment,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kiztra Investment,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kogna Limited,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Komakos Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Komora Holding Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kona Njoro Firm,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kooto (Kenya) Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kowloon Limited,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kozi Investment Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Desahe Investment Limited,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Tahir Sheik Said Investment,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Krystalline Salt Works Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kulaka Agencies Ltd;,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kutus Saw Mill Ltd.,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Kwaai Water Enterprice Ltd.,company_allocated_land,14,annex_01_companies_alloacted_land.csv
La Pieve Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Laiti Traders Limited,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Lally Farm Limited,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Lamu Enterprises Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Lassy Enterprises Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Le Kuna co Ltd.,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Leap Investments,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Leberio Farm Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
Leltaet Flowers,company_allocated_land,14,annex_01_companies_alloacted_land.csv
LEMU Company Ltd,company_allocated_land,14,annex_01_companies_alloacted_land.csv
